step,action0,action1,action2,action3,action4,action5,action6,action7,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,state17,state18,state19,state20,state21,state22,state23,state24,state25,state26,
721,-0.00839791,0.259425,0.332526,0.160651,0.0620096,0,-0.06788,-0.00449007,0.408197,0.979657,-0.00872681,-0.00341252,0.200459,-0.0835301,0.577289,-0.411058,-0.523322,-0.376062,-0.60223,0.52437,0.543688,3.25837,-1.90852,0.841479,0.0492441,-0.766042,0.461399,5.5601,1.04562,2.04377,-0.00813424,-7.26105,-0.246297,-0.0199783,1.05715,
722,0.0107058,0.387891,-0.10294,-0.00750717,-0.0566615,0,0.109224,0.015224,0.442825,0.980992,-0.00501346,-0.0145767,0.193437,0.248782,0.657238,-0.298983,-0.523951,-0.579783,-0.613529,0.522718,0.64251,3.02771,-1.57076,0.513857,0.193982,-0.214522,-1.27464,7.72196,2.14699,2.44498,-0.0195446,0.924768,-0.215092,-0.0443123,2.87935,
723,-0.0111709,0.346721,-0.101002,-0.0947852,-0.215908,0,0.274472,0.0404607,0.465267,0.985577,0.00706188,-0.0246398,0.167273,0.572381,0.759566,-0.189968,-0.5251,-0.512354,-0.619694,0.523503,0.852778,2.44493,-0.58778,1.26201,0.0279206,-0.847973,-0.484638,1.47436,1.94694,1.91833,-0.037646,1.46163,0.118592,0.243292,5.36456,
724,-0.044353,0.271315,-0.195502,-0.168044,-0.371255,0,0.253398,0.0418044,0.52837,0.983698,0.00854032,-0.0628382,0.168276,0.536339,0.83756,-0.135898,-0.526696,-0.394179,-0.604821,0.524598,1.17495,2.26348,-0.38309,1.03839,-0.292978,-1.80942,0.224757,-1.33482,1.17328,0.265466,-0.0268745,3.3015,0.442975,-0.0669935,7.54737,
725,-0.0129325,0.13133,-0.285949,-0.219285,-0.371946,0,0.200212,0.0349897,0.562256,0.980081,0.0100611,-0.0940471,0.174629,0.435125,0.863939,-0.190415,-0.528382,-0.187105,-0.575814,0.513233,1.26897,1.96712,-0.46318,0.351221,-0.0697592,-0.902175,0.375886,-2.7006,-0.107705,-2.42452,-0.0373085,4.96495,0.717969,-0.385513,-1.25569,
726,-0.00750087,-0.0642019,-0.348663,-0.263662,-0.240012,0,0.104202,0.0191264,0.565009,0.975236,0.00853489,-0.115065,0.188685,0.251015,0.818402,-0.376477,-0.530171,0.0910653,-0.534322,0.491958,1.22944,1.76225,-0.556204,-0.24653,-0.222683,-0.746963,0.82656,-4.64733,-1.70117,-4.9973,-0.0337898,6.15244,0.940538,-0.465041,-0.319442,
727,0.000705404,-0.281758,-0.367985,-0.29403,-0.0975349,0,-0.0479233,-0.00248477,0.538767,0.969564,0.00160229,-0.130748,0.207,-0.0388484,0.686901,-0.571194,-0.531757,0.410197,-0.518002,0.46794,1.20198,1.79245,-0.431206,-0.776509,-0.315487,-0.511369,0.31759,-6.91061,-3.54221,0.283023,-0.0310994,6.61963,-0.134204,-0.490355,-0.773382,
728,0.0197154,-0.380551,0.0432117,-0.148466,-0.085014,0,-0.254356,-0.0201669,0.494233,0.965202,0.0134945,-0.129024,0.22706,-0.442978,0.488986,-0.536316,-0.530583,0.567585,-0.524389,0.443303,1.11245,2.04563,-0.141703,-0.9012,2.06772,0.0392991,1.18751,-9.23654,-1.12632,0.452157,0.0966732,-0.851839,-0.113069,-0.502008,-2.78892,
729,0.0753339,-0.328187,0.153858,0.00871089,-0.00806788,0,-0.317829,-0.0269329,0.456256,0.963918,0.0289998,-0.112832,0.239353,-0.568709,0.508719,-0.525489,-0.525342,0.482726,-0.533483,0.423457,0.907081,2.19483,0.423022,-0.45541,-1.30904,1.65607,0.154911,1.18393,0.487481,0.0700091,0.115971,-2.51377,-0.250329,-0.30752,-5.40567,
730,0.115674,-0.214926,0.266907,0.0703564,0.123895,0,-0.276823,-0.0240743,0.444324,0.965419,0.00605462,-0.0515637,0.255482,-0.484177,0.53409,-0.523895,-0.52237,0.309258,-0.547922,0.420866,0.582835,2.48716,0.595678,-0.424853,0.0224432,2.83584,0.781595,2.20649,0.525662,0.0106346,-0.0306693,-4.521,-0.371715,0.217503,-7.54044,
731,0.0521916,-0.0269284,0.352086,0.135009,0.148799,0,-0.198016,-0.0174854,0.413142,0.962195,-0.0172798,-0.00454508,0.271777,-0.327752,0.572998,-0.500479,-0.523475,0.0381525,-0.570459,0.452561,0.481749,2.6611,0.416249,-0.73671,-0.355644,0.986325,0.504892,4.01691,1.01367,0.917322,-0.0177274,-6.30326,-0.519259,1.05072,1.0827,
732,0.0322902,0.207084,0.361841,0.17497,0.0794609,0,-0.0663682,-0.00454874,0.418423,0.959932,-0.00474321,-0.0180648,0.27961,-0.0760923,0.641999,-0.42897,-0.522617,-0.297632,-0.591669,0.514612,0.531408,3.31199,-0.474369,1.00892,-0.0933053,0.410949,0.857703,6.02924,1.72923,1.91438,0.0255212,-7.02018,-0.290682,1.40324,0.878764,
733,0.0019585,0.384296,0.00682465,0.0442499,-0.0298293,0,0.123063,0.0198518,0.461297,0.958196,0.00415213,-0.0235171,0.285113,0.281724,0.756857,-0.319885,-0.523357,-0.573798,-0.605714,0.532191,0.61262,3.16038,-0.214792,0.61847,0.664969,-0.466753,-0.673984,8.3209,2.88032,2.45058,-0.0270781,-0.246367,-0.284068,-0.228702,2.34632,
734,0.0346304,0.355791,-0.0843202,-0.0906704,-0.183055,0,0.271364,0.0485195,0.484616,0.961092,0.0282552,-0.0184921,0.274156,0.576608,0.904393,-0.206101,-0.525164,-0.52701,-0.614753,0.520743,0.797048,2.70057,-0.165902,0.320515,1.49497,0.476116,0.311085,-0.0761165,3.01493,2.08059,-0.0495074,1.40755,-0.0804513,-0.2454,5.00528,
735,-0.0448455,0.286245,-0.147825,-0.140308,-0.343738,0,0.241427,0.0507586,0.534906,0.960347,0.0368774,-0.0416343,0.273202,0.527079,1.03511,-0.136743,-0.526845,-0.417111,-0.604794,0.520262,1.09987,1.9402,0.507798,1.58669,-1.10378,-1.82383,-0.507902,-1.32223,2.21989,0.715515,-0.0250714,2.94527,0.486328,0.225923,7.05701,
736,-0.0195272,0.160762,-0.237107,-0.190434,-0.390999,0,0.190743,0.0452652,0.597501,0.96167,0.0234192,-0.0842887,0.259881,0.435243,1.11766,-0.164219,-0.528249,-0.229707,-0.572,0.523044,1.2788,1.70105,0.411374,0.903667,-0.864931,-1.09269,-0.409202,-2.34394,1.09065,-1.79435,-0.032786,4.54038,0.822037,-0.111276,-1.11891,
737,-0.0173845,-0.0184024,-0.29967,-0.234743,-0.276544,0,0.106086,0.0293226,0.627613,0.960733,0.00921742,-0.115151,0.252286,0.277313,1.13589,-0.322898,-0.529794,0.0260694,-0.523661,0.513922,1.23388,1.53619,0.309682,0.297098,-0.913453,-1.03229,0.000191717,-3.95957,-0.349798,-4.53056,-0.0283195,5.68152,1.10973,-0.252653,-0.44228,
738,-0.0106151,-0.223781,-0.322836,-0.266562,-0.106841,0,-0.026032,0.00294051,0.628105,0.957268,-0.00987886,-0.141995,0.251748,0.0293598,1.0756,-0.561726,-0.531055,0.322436,-0.518224,0.498359,1.20879,1.50608,0.388143,-0.262582,-0.958637,-0.83786,-0.355295,-5.92529,-2.04463,-1.35479,-0.0238307,6.18364,-0.15815,-0.362322,-0.558444,
739,-0.00393581,-0.375334,-0.00211258,-0.159153,-0.0937499,0,-0.206321,-0.0274574,0.601855,0.955406,-0.0263984,-0.164947,0.243507,-0.318274,0.92672,-0.540328,-0.532227,0.558964,-0.525296,0.478507,1.14059,1.78872,0.534319,-0.75487,-0.960776,-0.645979,0.708646,-7.97568,-3.89654,0.55245,-0.0195339,0.348347,-0.128003,-0.44475,-2.15253,
740,0.0594447,-0.34905,0.100774,-0.0154409,-0.0317675,0,-0.336427,-0.039007,0.567053,0.954486,-0.0124455,-0.144166,0.260803,-0.592756,0.707077,-0.526322,-0.528584,0.516107,-0.535861,0.45582,0.965982,1.97183,0.322951,-0.799335,1.40056,1.1915,0.115546,0.554552,-4.87912,0.101145,0.106582,-1.61155,-0.306129,-0.442462,-4.7988,
741,0.0518773,-0.259716,0.227664,0.0550143,0.0892882,0,-0.294537,-0.0238913,0.514456,0.957135,0.0132877,-0.104864,0.269667,-0.522736,0.49093,-0.52404,-0.523359,0.376504,-0.557981,0.445042,0.667972,2.13892,0.287748,-1.28107,1.67057,0.97733,0.281574,1.77283,-1.05628,0.0137279,0.0846006,-3.95615,-0.57186,0.00433685,-7.09906,
742,0.0658593,-0.0939062,0.331281,0.116744,0.154887,0,-0.230953,-0.0189151,0.4567,0.95295,0.00759645,-0.082311,0.291639,-0.395485,0.513701,-0.507564,-0.523152,0.133408,-0.589453,0.453857,0.478603,2.62696,0.748524,-0.762919,-1.53875,1.38306,1.72967,3.29994,0.833502,0.604525,-0.0087708,-5.69084,-0.656545,0.33546,0.753569,
743,0.129515,0.124412,0.398221,0.176638,0.10504,0,-0.117118,-0.00937985,0.441278,0.942216,-0.0158299,-0.00877358,0.334518,-0.174954,0.575792,-0.45572,-0.523396,-0.177143,-0.620556,0.481538,0.514023,3.09403,1.077,-0.502627,0.333716,3.24097,1.70085,5.5156,1.64144,1.56843,-0.00611128,-6.87474,-0.662825,0.784638,0.383085,
744,0.0136137,0.358693,0.339514,0.182449,0.0190776,0,0.0593922,0.0100785,0.424261,0.94148,0.0204699,0.0169963,0.336017,0.15838,0.683423,-0.357334,-0.523885,-0.531722,-0.651986,0.536428,0.557246,3.43734,0.505121,0.0349478,0.879639,-0.130403,-0.366261,7.86353,2.67265,2.31153,-0.00141378,-5.99748,-0.533298,0.30668,1.31453,
745,-0.0184584,0.369509,-0.0302457,-0.0341751,-0.11328,0,0.271219,0.044883,0.47955,0.951504,0.0244726,0.00154245,0.306659,0.571936,0.843348,-0.239875,-0.524459,-0.549384,-0.661103,0.528276,0.681013,2.45864,0.805659,1.16249,0.32866,-1.058,-0.957807,3.57328,3.7575,2.35373,-0.0187838,1.00695,-0.0754536,-0.228527,3.71618,
746,-0.0167398,0.308425,-0.136482,-0.134856,-0.274328,0,0.253398,0.0521605,0.525815,0.955027,0.0394816,-0.0189964,0.293265,0.549467,1.02041,-0.146304,-0.525401,-0.451577,-0.656637,0.513071,0.929809,2.26316,0.781211,0.684005,0.279965,-1.00925,-0.501736,-1.27523,3.32778,1.41225,-0.0171458,2.89827,0.253448,-0.367822,6.21718,
747,-0.0173462,0.188655,-0.201775,-0.18209,-0.407328,0,0.203634,0.0498628,0.571228,0.960004,0.0369714,-0.056704,0.271679,0.462799,1.15804,-0.126072,-0.525913,-0.270464,-0.631241,0.494769,1.26148,1.88644,1.2088,1.00963,-1.10261,-1.0273,-1.34099,-2.18963,2.18456,-0.585223,-0.0150759,4.34354,0.750504,-0.366192,2.86798,
748,-0.00221438,0.0153014,-0.271154,-0.230783,-0.340151,0,0.124739,0.0364079,0.60541,0.967276,0.0190464,-0.0794449,0.240215,0.318651,1.22759,-0.228678,-0.526773,-0.0216757,-0.585693,0.473655,1.24529,1.68759,1.10966,0.383473,-1.03101,-0.590773,-1.03529,-3.56274,0.261489,-3.49557,-0.0152664,5.59427,1.07087,-0.477586,-0.752144,
749,0.00512833,-0.190825,-0.304638,-0.267361,-0.176401,0,0.00494061,0.0105945,0.609846,0.971097,-0.000898402,-0.0969822,0.218092,0.0950399,1.19721,-0.46122,-0.52736,0.273653,-0.526788,0.449787,1.21125,1.50864,1.05812,-0.20686,-0.982859,-0.379141,-0.593959,-5.36591,-1.45053,-5.78746,-0.00764737,6.21408,1.28433,-0.477534,-0.610673,
750,0.010886,-0.377144,-0.0778729,-0.202446,-0.0822612,0,-0.161191,-0.0222222,0.587744,0.975441,-0.0209667,-0.107607,0.191038,-0.22159,1.07718,-0.560433,-0.527649,0.561951,-0.518398,0.427647,1.14646,1.83147,1.3198,-0.667614,-0.984471,-0.213012,-0.694837,-7.29167,-3.33588,0.894976,-0.00316336,2.15613,-0.151067,-0.422631,-1.96448,
751,0.0718584,-0.36072,0.113861,-0.0703319,-0.0366473,0,-0.331743,-0.0465752,0.544114,0.975693,-0.0413708,-0.107893,0.186198,-0.570876,0.876813,-0.528508,-0.527391,0.53502,-0.529866,0.408401,0.981523,2.04114,1.05802,-0.820088,0.383724,1.55303,0.257845,-2.68564,-4.67373,0.401973,0.0602542,-1.41963,-0.303677,-0.338935,-4.62716,
752,0.099851,-0.27884,0.232193,0.0317889,0.0731794,0,-0.309273,-0.0320797,0.496738,0.9791,-0.0305335,-0.0500575,0.194744,-0.54215,0.635682,-0.513408,-0.523242,0.405711,-0.5533,0.404994,0.689339,2.18429,0.811346,-1.2026,1.01863,2.37227,0.473888,1.43073,-4.96581,0.167924,0.0379693,-3.73673,-0.631792,0.194366,-7.03495,
753,0.0441067,-0.117437,0.335789,0.0997595,0.146175,0,-0.248021,-0.0198235,0.425713,0.978659,-0.0161792,-0.00221815,0.204842,-0.430113,0.495034,-0.491538,-0.523318,0.167117,-0.589923,0.432564,0.473153,2.41315,0.727608,-1.58959,0.760709,0.752269,0.400122,3.03918,0.373117,0.703138,-0.00822874,-5.79326,-0.828359,0.902858,0.692856,
754,0.00829811,0.106237,0.343212,0.142932,0.0885464,0,-0.144867,-0.0113045,0.394528,0.97639,-0.0108214,0.00306916,0.21572,-0.23036,0.527038,-0.43104,-0.523288,-0.151052,-0.62356,0.485776,0.512716,3.18053,-0.659641,1.24048,-0.257499,-0.283453,0.521803,4.75934,0.738668,1.71179,0.00271849,-6.74937,-0.380205,1.23386,0.460873,
755,0.000425142,0.342933,0.378708,0.185351,0.00189809,0,0.011762,0.00350235,0.44726,0.974133,-0.0169521,-0.00877711,0.225169,0.0638914,0.588708,-0.331218,-0.523501,-0.506265,-0.6434,0.533829,0.554802,3.27191,-0.632797,0.836412,-0.293181,-0.511213,0.364322,6.99727,1.72496,2.27385,-0.00499906,-7.46017,-0.41782,0.00850642,1.21468,
756,-0.0115704,0.372138,-0.0620675,0.0139615,-0.126471,0,0.226861,0.0312562,0.477235,0.977494,-0.0105623,-0.0242755,0.209295,0.475167,0.706663,-0.218094,-0.524085,-0.553702,-0.662896,0.525676,0.676682,3.07037,-0.268212,0.380919,0.307256,-0.858504,-0.994792,9.42352,2.97872,2.22957,-0.0127729,0.949915,-0.36323,-0.181625,3.64477,
757,-0.00835735,0.320399,-0.137466,-0.143651,-0.279097,0,0.276122,0.0461982,0.494734,0.978251,0.0154558,-0.0168207,0.206164,0.582343,0.852581,-0.133823,-0.525947,-0.470399,-0.673049,0.513079,0.921252,2.28516,-0.153115,0.674197,0.913861,-0.767495,0.262099,-1.68416,2.86076,1.16878,-0.0360434,2.37272,-0.0319861,-0.309236,6.05239,
758,-0.0374021,0.218209,-0.205604,-0.191532,-0.401916,0,0.217717,0.042793,0.559676,0.978265,0.00992874,-0.0623039,0.197528,0.476094,0.965885,-0.125757,-0.527088,-0.314138,-0.66039,0.500956,1.24525,1.87184,0.451566,1.31718,-1.0421,-1.60858,-0.58292,-2.57525,1.67955,-0.847708,-0.0241944,3.97422,0.46461,-0.225484,3.05246,
759,-0.0225516,0.0570194,-0.279939,-0.239253,-0.331634,0,0.129719,0.0294588,0.608658,0.977822,-0.00704449,-0.0985196,0.184685,0.31252,1.01261,-0.240188,-0.52842,-0.080854,-0.630093,0.483033,1.24145,1.65024,0.386661,0.665853,-0.992848,-1.18031,-0.254321,-3.95439,0.201687,-3.70625,-0.0256211,5.34296,0.74746,-0.489854,-0.607769,
760,-0.017272,-0.142391,-0.31522,-0.273713,-0.167059,0,-0.00107107,0.00622095,0.626108,0.974294,-0.0270677,-0.130282,0.181784,0.0682817,0.97845,-0.48147,-0.529553,0.203073,-0.588253,0.454839,1.22211,1.47891,0.347383,0.0264377,-1.05457,-1.02879,0.223861,-5.79914,-1.55433,-5.92693,-0.0193264,6.00904,0.925246,-0.637083,-0.16943,
761,-0.0121608,-0.336963,-0.293835,-0.289661,-0.1007,0,-0.178786,-0.0215086,0.613429,0.971133,-0.0449629,-0.159259,0.171799,-0.27104,0.852365,-0.558172,-0.530518,0.496703,-0.541733,0.420851,1.18774,1.67684,0.587938,-0.535812,-0.891014,-0.882003,-0.490286,-7.76425,-3.47741,0.907751,-0.0199988,5.72949,0.93355,-0.72637,-1.19789,
762,0.0543486,-0.364212,0.0556026,-0.055456,-0.0711289,0,-0.336345,-0.0350268,0.590505,0.971039,-0.0352634,-0.148409,0.183889,-0.598184,0.629106,-0.529492,-0.527509,0.540714,-0.517039,0.382149,1.06705,2.00324,0.304996,-0.50575,1.08043,1.04481,0.09034,-0.0435698,-5.43488,0.244765,0.101027,-0.813079,-0.110241,-0.787138,-3.60474,
763,0.0359359,-0.301093,0.18528,0.0197641,0.0251751,0,-0.300142,-0.0244121,0.55451,0.974153,-0.00987708,-0.122962,0.189233,-0.534032,0.491026,-0.524436,-0.523029,0.440127,-0.528751,0.353685,0.824677,2.14219,0.242659,-0.93465,1.42523,0.516029,0.182107,1.58682,0.562318,0.0280579,0.025052,-3.19443,-0.353608,-0.35931,-6.06965,
764,0.0295694,-0.160842,0.288853,0.0822371,0.155975,0,-0.245574,-0.020725,0.494868,0.974323,0.0224053,-0.102196,0.199372,-0.423089,0.526145,-0.518535,-0.523333,0.229824,-0.550453,0.342734,0.494428,2.36577,0.188459,-1.31283,0.741467,0.331524,0.565393,2.83894,0.764233,0.202185,-0.0083039,-5.18106,-0.50237,-0.087335,-3.0451,
765,0.134499,0.0399151,0.356578,0.136298,0.130183,0,-0.148295,-0.0125412,0.462067,0.969377,-0.00484255,-0.0627417,0.23738,-0.233165,0.577666,-0.485449,-0.523329,-0.0565686,-0.57364,0.342155,0.502404,3.19232,0.594689,-0.162992,0.450206,3.38762,1.92547,4.75051,1.30622,1.09098,-0.000173255,-6.29091,-0.439058,0.0794256,0.666122,
766,0.0223429,0.268661,0.381849,0.183175,0.0600899,0,0.00792064,0.00386413,0.441325,0.962164,-0.0108473,0.00951997,0.272088,0.0623489,0.665587,-0.407546,-0.523569,-0.390124,-0.597023,0.3712,0.542429,3.53528,0.23963,-0.334418,2.00227,0.122288,-0.143816,6.92008,2.13529,2.05841,-0.0112512,-7.01813,-0.461775,1.10788,0.957476,
767,0.00337011,0.378592,-0.0236399,0.0237806,-0.0573765,0,0.218889,0.0347731,0.442441,0.970083,0.0298173,0.0022593,0.240925,0.466506,0.800832,-0.294775,-0.524037,-0.564343,-0.61255,0.434132,0.637142,2.23423,0.498475,1.0993,-1.48477,-0.426635,-1.70654,9.26239,3.27805,2.41084,0.000871623,0.710655,-0.00949255,1.50696,2.75377,
768,-0.0362878,0.333272,-0.115354,-0.134044,-0.211134,0,0.270027,0.0516269,0.498386,0.971938,0.0502849,-0.015524,0.229276,0.57796,0.960163,-0.189512,-0.525426,-0.490813,-0.605007,0.505612,0.839879,1.64365,0.284669,1.12114,0.431758,-1.57467,-0.249053,-1.50509,3.16515,1.83277,-0.0211592,2.22744,0.28118,1.33984,5.31073,
769,-0.0335683,0.233056,-0.1981,-0.183773,-0.364107,0,0.217056,0.0490493,0.551189,0.974189,0.0583364,-0.0475598,0.212816,0.483719,1.08985,-0.137626,-0.526457,-0.336297,-0.580289,0.529454,1.15783,1.50039,0.576021,1.10479,-0.617515,-1.497,-0.960675,-2.25473,2.0333,0.260652,-0.0160564,3.90741,0.720143,-0.136111,7.34131,
770,-0.0124898,0.0749546,-0.272665,-0.233215,-0.368431,0,0.137381,0.0362465,0.590015,0.977376,0.0526895,-0.078123,0.189361,0.337103,1.15524,-0.191071,-0.52743,-0.10637,-0.536355,0.516717,1.2602,1.24224,0.516111,0.452343,-0.463439,-0.888425,-0.759687,-3.59803,0.593344,-2.377,-0.0223054,5.27812,1.03512,-0.373194,-0.974151,
771,-0.00317936,-0.12342,-0.311454,-0.270733,-0.239725,0,0.016069,0.0118454,0.598688,0.978754,0.0431548,-0.0984501,0.174604,0.111478,1.14119,-0.374198,-0.528434,0.175716,-0.517627,0.496113,1.22485,1.06304,0.460152,-0.109899,-0.657119,-0.620323,-0.257852,-5.41121,-1.1416,-4.92752,-0.0172492,6.00032,-0.139047,-0.451014,-0.416841,
772,0.00156189,-0.321111,-0.297673,-0.289237,-0.0917291,0,-0.152988,-0.0201627,0.579228,0.979171,0.0312462,-0.113294,0.165565,-0.209113,1.03563,-0.567672,-0.529195,0.471522,-0.522672,0.47348,1.18182,1.1617,0.654849,-0.638378,-0.48961,-0.484054,-0.786869,-7.38141,-3.06373,0.202819,-0.0156879,5.84324,-0.0492787,-0.448511,-1.29543,
773,0.00880598,-0.369942,0.0646474,-0.0821476,-0.0641506,0,-0.332968,-0.044676,0.535731,0.97864,0.019634,-0.125328,0.161775,-0.576576,0.832698,-0.535416,-0.529811,0.550095,-0.528803,0.451199,1.06006,1.6049,0.578924,-1.11332,-0.768777,-0.275296,-0.245722,-2.07335,-5.03544,0.450333,-0.0070153,-0.815302,-0.19818,-0.419376,-3.55824,
774,0.0704263,-0.307504,0.184958,0.00937434,0.0274073,0,-0.307277,-0.0288868,0.471125,0.980477,0.00807349,-0.121417,0.154456,-0.542681,0.571816,-0.523969,-0.52917,0.450134,-0.546656,0.432482,0.818472,1.66919,0.267285,-1.30553,0.885637,1.50965,0.364759,1.27878,-5.40108,0.0514795,0.0720948,-3.17416,-0.507923,-0.348087,-6.09788,
775,0.0949716,-0.176616,0.279334,0.0703499,0.161424,0,-0.257128,-0.0207402,0.443312,0.980079,0.00115812,-0.0573245,0.190153,-0.447822,0.497451,-0.52208,-0.521025,0.252822,-0.567911,0.42678,0.486861,2.46445,0.358673,-0.479745,-0.332846,2.23212,1.85045,2.52069,0.679052,0.112024,-0.0190846,-4.8978,-0.47216,0.131107,-2.95435,
776,0.0860831,0.0230475,0.361271,0.136176,0.131984,0,-0.168623,-0.0138685,0.411172,0.973083,-0.0123663,-0.0100624,0.229901,-0.273935,0.543741,-0.486996,-0.523033,-0.0326519,-0.594519,0.450561,0.500573,2.63918,0.391396,-0.859786,0.350983,1.97109,1.44287,4.41763,1.16457,1.28068,-0.0364354,-6.505,-0.591275,0.815292,0.732254,
777,0.00584897,0.257163,0.348997,0.169429,0.0539424,0,-0.0266169,-0.000279611,0.419092,0.970608,-0.0140571,-0.0144319,0.239822,-0.00489468,0.613495,-0.399127,-0.523718,-0.372628,-0.613289,0.508879,0.543165,3.52641,-0.853065,1.63247,-0.389128,-0.354671,-0.100233,6.29179,1.5438,2.20964,0.0807191,-6.97882,-0.0597275,1.49309,0.950309,
778,-0.00758939,0.382385,-0.055913,0.0125812,-0.0670757,0,0.16901,0.024468,0.490326,0.97395,-0.0121831,-0.0300461,0.224434,0.365356,0.719365,-0.280502,-0.523239,-0.570625,-0.615667,0.530531,0.636648,3.32063,-0.511476,1.18831,0.245675,-0.74259,-1.36618,8.51806,2.68739,2.53864,-0.0123513,0.698533,-0.0416466,-0.172586,2.77075,
779,-0.00362802,0.34174,-0.121382,-0.124156,-0.224968,0,0.27188,0.0455277,0.537838,0.977562,0.000370141,-0.0460449,0.205554,0.573909,0.852537,-0.169738,-0.523933,-0.50435,-0.613224,0.519726,0.841702,2.97271,-0.470839,0.703361,0.364007,-0.628789,-0.165489,-0.901539,2.64384,1.89397,-0.0150942,1.89685,0.136649,-0.258356,5.40899,
780,-0.0015923,0.250586,-0.223217,-0.17687,-0.379479,0,0.233504,0.0451552,0.560184,0.977349,0.0111977,-0.059421,0.202813,0.506161,0.958728,-0.118084,-0.524618,-0.362671,-0.598207,0.50636,1.16808,2.90481,-0.48988,0.180887,0.270165,-0.570639,-0.0946495,-1.76962,1.61208,0.186312,-0.0129981,3.75523,0.461727,-0.275686,7.62733,
781,-0.00465345,0.0963888,-0.307348,-0.227882,-0.378612,0,0.165189,0.0354099,0.554869,0.97747,0.0195236,-0.0593668,0.201609,0.378624,1.0048,-0.178002,-0.5256,-0.136957,-0.567655,0.492647,1.26682,2.04299,-0.656247,0.0963078,-0.611683,-0.660094,-0.215439,-3.31703,0.241236,-2.56138,-0.0133438,5.27022,0.752801,-0.266103,-1.17709,
782,0.00143744,-0.105341,-0.355931,-0.270088,-0.241514,0,0.0491811,0.0145617,0.545185,0.976515,0.00646458,-0.0767106,0.201225,0.160462,0.974651,-0.371984,-0.526182,0.149768,-0.524431,0.478663,1.22572,1.84214,-0.742794,-0.486056,-0.675354,-0.484638,0.295214,-5.39165,-1.43414,-5.17684,-0.00938142,6.19159,0.975093,-0.293416,-0.449482,
783,0.0113263,-0.314354,-0.354362,-0.294293,-0.0891238,0,-0.123668,-0.0133036,0.507722,0.974516,-0.0104642,-0.0869886,0.2065,-0.167133,0.854895,-0.572957,-0.526537,0.460876,-0.519145,0.464603,1.18438,1.90743,-0.565388,-1.0071,-0.663041,-0.199173,-0.223441,-7.67603,-3.33828,0.299789,-0.00734029,6.26281,-0.130641,-0.264086,-1.19575,
784,0.00429738,-0.376326,0.0388437,-0.0853168,-0.0673387,0,-0.327412,-0.0343882,0.45912,0.974406,0.00154156,-0.0775809,0.210979,-0.579091,0.637991,-0.5362,-0.522948,0.5606,-0.527248,0.452846,1.06915,1.60811,-0.473832,-0.585002,0.843193,-0.398746,-0.386317,-3.49585,-5.31144,0.538306,0.0850587,-0.967142,-0.208431,-0.180757,-3.3112,
785,0.0575672,-0.312168,0.169732,0.0158664,0.0177876,0,-0.308302,-0.0248599,0.432614,0.976612,0.0145987,-0.075556,0.200767,-0.551023,0.484619,-0.52225,-0.523005,0.457444,-0.542505,0.444988,0.838907,2.01257,0.0126964,0.0202318,-0.259985,1.14263,0.437622,1.36507,0.598369,-0.0189403,-0.0146557,-3.04249,-0.354654,-0.165675,-5.87592,
786,0.0675352,-0.178654,0.276947,0.0795984,0.157186,0,-0.261301,-0.0221545,0.428977,0.97451,-0.00367404,-0.0410224,0.220529,-0.454141,0.523988,-0.520737,-0.523543,0.255803,-0.56321,0.446726,0.495138,2.27089,0.00938639,-0.300713,-0.494306,1.43132,0.922971,2.51095,0.836046,0.0935044,-0.00834507,-5.05491,-0.491795,0.238907,-6.36968,
787,0.0551742,0.0268279,0.359811,0.141367,0.136988,0,-0.173833,-0.0151837,0.410935,0.971171,-0.00969442,-0.0164994,0.237614,-0.281205,0.579922,-0.487438,-0.523549,-0.03801,-0.590766,0.470682,0.488963,2.41468,0.0373724,-0.531483,0.602411,1.0727,0.521718,4.38939,1.3887,1.22852,0.00113716,-6.68104,-0.611911,0.717062,1.06533,
788,-0.0239216,0.265357,0.363842,0.176902,0.0539547,0,-0.032909,-0.000795631,0.431871,0.969762,-0.0156167,-0.0223243,0.242526,-0.0128768,0.663568,-0.40206,-0.523474,-0.385086,-0.612521,0.517398,0.548089,3.28352,-0.798103,1.09393,-0.471438,-1.21498,-0.379627,6.36515,1.9893,2.18855,-0.00162434,-7.24948,-0.316176,1.14594,1.28477,
789,-0.0167396,0.379559,-0.0586546,0.0119712,-0.0737119,0,0.164146,0.0263796,0.501664,0.974148,-0.0107834,-0.0487796,0.220318,0.360886,0.785199,-0.28445,-0.524286,-0.565943,-0.620234,0.530395,0.659489,3.2176,-0.527902,1.37944,0.228616,-1.00813,-1.58574,8.61583,2.96071,2.51652,-0.0249975,0.737928,-0.0858762,-0.21928,3.15178,
790,-0.0119613,0.339021,-0.120618,-0.124957,-0.23683,0,0.268567,0.0496644,0.558449,0.977981,0.00357143,-0.0711177,0.196169,0.573013,0.931576,-0.175956,-0.525605,-0.499994,-0.619597,0.515647,0.882589,2.87903,-0.488547,0.880137,0.359573,-0.871322,-0.401243,-0.867449,2.89903,1.82605,-0.0273838,1.87275,0.108299,-0.3686,5.75016,
